Height_m,Mass_kg
1.7207572693989828,64.36800541700904
1.7008680307210144,54.1169811297582
1.7951315391157052,52.809324492680474
1.5315192050164215,71.15504247900748
1.6880177694289376,69.32693991744165
1.739538692587034,71.56157145316809
1.5823349666570823,62.03476140149276
1.765438006519137,62.55850834325794
1.6407877802014719,63.78941555595391
1.84756801076714,81.36570542221166
1.6539717691939635,67.22521414006351
1.8005920133964597,61.8194016305049
1.9983349128054917,66.3186837750759
1.7727993280115422,73.20086909107387
1.6558102692586174,47.059812051187414
1.778813841889615,62.94266662113236
1.6222650556931488,61.770165477240305
1.6583768810381059,59.93787628638123
1.7299485630180724,66.62648295829973
1.678185051455706,75.18237052683703
1.7541061491389247,59.2721564124558
1.5998210441859713,62.21850972079162
1.80822011641148,62.12995074094657
1.780986595657266,60.30981561554031
1.8009609034625793,62.6590018417816
1.7390469680596299,61.891261790239504
1.8090760462512054,48.1997764412711
1.685660049854864,62.695729321541364
1.60934304796286,71.87673240067559
1.544528231298984,63.191474227677816
1.654112399179279,69.87447090050574
1.775893354292064,40.0
1.6596661439194793,68.60497610406102
1.6254851976399558,51.78337230192942
1.8382538016155157,53.09169658528498
1.9107102914579117,60.065763720695934
1.5833351749912983,57.78241836297661
1.8397099117458773,41.465017356273904
1.700636806540493,65.67508353206806
1.6188221365436437,60.97408108751742
1.8003867731237766,55.123447150614126
1.7775214292370463,60.74774665941837
1.7867437531443584,48.30602433867761
1.8210692900188372,61.9671887705445
1.679805767306456,58.14888441503609
1.7247738224859046,61.28350947852813
1.9628129539065586,65.33096238948299
1.7835852314775307,51.63935360748955
1.843570629774553,47.42811877564113
1.4962865172296813,59.63819007351933
1.5991601977518477,71.11325609077335
1.6201532037705348,49.30787783368153
1.652232236462521,65.62771793089246
1.7233486068030843,58.348867808205654
1.6368936322493561,64.00352462802618
1.6743149136356017,60.94777733955407
1.621930045555551,72.94331726788387
1.5905023882584033,40.0
1.6093320612138766,61.42297268979836
1.7207561098544544,63.8319733286873
1.6632514336400106,62.769936993223226
1.8026864519902697,72.14024023083041
1.6153536481815998,55.64964561084082
1.8815657741897747,68.3023893365142
1.58152840168414,40.0
1.6163519725286832,58.72394138813839
1.7163535288372314,60.82516026744069
1.5719651397605305,50.05010319584202
1.840699244017451,72.9571039310416
1.8003816690397985,64.9082829109739
1.6511037885715338,73.16253839541062
1.7086471475582685,81.80122486519092
1.7079778611372962,70.71561895814438
1.7463610744425884,52.22863227514464
1.729535234035627,56.08396277000884
1.8368084698775307,53.00250938496255
1.8625328498460934,67.39239090989982
1.7812233612873936,80.63171688325686
1.5908426795771893,52.559812312081704
1.6442414634165405,40.0
1.5518128419494845,59.51733378794198
1.7588550440138229,60.912956311628264
1.6995071482650803,52.04046516287727
1.8294927445852984,66.99979195316142
1.6471214233626004,69.8630767743114
1.7078289579074384,80.21315323032988
1.825895457259552,58.20039342280103
1.7145468066359142,55.73204236407168
1.5876811240357274,70.16304650920226
1.7976883130171353,63.141326037079075
1.846418647714956,55.812287268118794
1.7660408054594907,55.29494669241616
1.6220655910029895,65.30896811400311
1.6415746835358949,67.02962595779483
1.6455898606818766,68.56772088711894
1.8263206500762612,55.24074741574683
1.8531275023716272,75.80768401138755
1.793316067594201,76.37601954449808
1.8042045082411144,64.67873868265305
1.74695778860738,40.0
1.5292302078896636,52.26819728374281
1.674954447704855,56.84478713980788
1.7533258265866836,52.89510484179594
1.6603326425135947,45.61100365101444
1.7168935669662415,57.33157324972239
1.6279291712668844,62.94105167720747
1.679517656641381,58.07186582699785
1.6935849326241637,57.35720615517616
1.8466314963953414,53.821070377926915
1.782224411490883,51.820464307153856
1.7099143415761346,53.52436083605134
1.6753011161910658,45.68523478811135
1.7259062180721616,57.615336757042115
1.815572945727998,50.67582213840588
1.8189410047246666,65.91990318510561
1.8044835353166264,58.92165830204239
1.7806451784311788,40.0
1.7003322327276515,61.19259436232732
1.6952213180916311,67.63941129390805
1.5608202231281068,74.12839514310085
1.7473914038479081,40.0
1.7589379886620364,44.41933353072274
1.5525245541653172,63.11081684660053
1.7576801116207719,77.24187398985886
1.7855927989524205,40.0
1.6405948900950418,66.09877082524223
1.8105369572521672,52.3039511954585
1.5434380619713073,64.15012646408252
1.656647863324011,63.330487103298395
1.663469652113067,52.58046660924385
1.6164366210266596,73.59664903080059
1.8021479642505092,60.61531166826185
1.7120520057496444,63.939693888752814
1.612156396830497,58.40323048624631
1.7475784187820889,62.161348438629794
1.632868554366575,57.59711425630494
1.682011613837831,55.37858023322368
1.8451541289399311,71.4569527390078
1.643088788303435,59.86055947824132
1.7355696292896,54.51585909367418
1.805666537519317,62.051481374290894
1.7786220298025106,61.46336449131918
1.7112570701404581,47.27671945707315
1.6442401115600012,55.862257554616164
1.5603291752101893,79.37158430551631
1.7068401449007322,63.769817799008024
1.7325338020882728,61.59483706449319
1.6880205005950961,58.89483400833065
1.7426022034314326,48.844235550767536
1.65976230297579,48.81080935365032
1.7107481778288252,58.526128856421835
1.6190925906755387,62.229003978247206
1.6750698796484227,40.0
1.839278037566939,59.504068475837826
1.5708330881373649,73.42152766575158
1.6013647963269402,60.79387540038726
1.6441481103241824,63.001360048434385
1.7525862245083654,57.2576777611957
1.814907569707477,67.94392953177633
1.7738585534009943,63.954340271837445
1.6384766666041453,53.80317913732535
1.7481512274300794,61.031217216531715
1.7080878046048364,45.92225412161381
1.6803105948180752,59.08408178111807
1.7042541736701045,57.09238675851659
1.6488638140489724,65.30178810322805
1.8019304305543682,59.27685805455917
1.7449798219329251,53.36165997792042
1.7275896001779885,51.71098771234506
1.5625693004166854,53.52286300751856
